Accession	ID	Name	TFs	EnsemblID
M05834	ZFP184_03	Zfp184	Zfp184	ENSMUSG00000006720
M05835	ZEC_03	Zec	Zfp628	ENSMUSG00000074406
M05836	ZNF572_03	ZNF572	Zfp572	ENSMUSG00000098528
M05837	ZFP2_03	ZFP2	Zfp2;Zfp661	ENSMUSG00000049321;ENSMUSG00000034800
M05839	ZBTB24_03	Zbtb24	Zbtb24	ENSMUSG00000019826
M05840	APA1_02	APA1	Zfp410	ENSMUSG00000042472
M05841	ZFP74_03	Zfp74	Klf8;Zfp74	ENSMUSG00000041649;ENSMUSG00000059975
M05842	ZBTB41_06	Zbtb41	Zbtb41	ENSMUSG00000033964
M05843	ZFP184_04	Zfp184	Zfp184	ENSMUSG00000006720
M05844	ZEC_04	Zec	Zfp628	ENSMUSG00000074406
M05845	ZNF690_02	ZNF690	Zscan29	ENSMUSG00000050619
M05846	ZNF689_02	ZNF689	Zfp689	ENSMUSG00000048921
M05849	ZNF248_01	ZNF248	Zfp248	ENSMUSG00000030145
M05850	ZFP768_01	Zfp768	Zfp768	ENSMUSG00000047371
M05851	ZFP768_02	Zfp768	Zfp768	ENSMUSG00000047371
M05852	ZNF689_03	ZNF689	Zfp689	ENSMUSG00000048921
M05854	ZNF619_01	ZNF619	Zfp619	ENSMUSG00000068959
M05855	ZNF312_01	ZNF312	Fezf2	ENSMUSG00000021743
M05857	ZNF710_01	ZNF710	Zfp710	ENSMUSG00000048897
M05859	ZFP41_02	ZFP41	Zfp41	ENSMUSG00000047003
M05861	ZNF248_02	ZNF248	Zfp248	ENSMUSG00000030145
M05865	ZNF709_01	ZNF709	Zfp709	ENSMUSG00000056019
M05867	ZNF100_01	ZNF100	Zfp473	ENSMUSG00000048012
M05869	ZNF454_01	ZNF454	Zfp454	ENSMUSG00000048728
M05873	ZNF710_02	ZNF710	Zfp710	ENSMUSG00000048897
M05875	ZNF526_01	ZNF526	Zfp526	ENSMUSG00000046541
M05876	ZNF526_02	ZNF526	Zfp526	ENSMUSG00000046541
M05877	EZI_02	EZI	Zfp467	ENSMUSG00000068551
M05878	ZNF100_02	ZNF100	Zfp473	ENSMUSG00000048012
M05882	ZNF709_02	ZNF709	Zfp709	ENSMUSG00000056019
M05883	ZNF709_03	ZNF709	Zfp709	ENSMUSG00000056019
M05885	ZNF709_04	ZNF709	Zfp709	ENSMUSG00000056019
M05886	ZNF619_02	ZNF619	Zfp619	ENSMUSG00000068959
M05888	EZI_03	EZI	Zfp467	ENSMUSG00000068551
M05890	NRIF_01	NRIF	Zfp110	ENSMUSG00000058638
M05892	ZFP768_03	Zfp768	Zfp768	ENSMUSG00000047371
M05895	ZNF454_02	ZNF454	Zfp454	ENSMUSG00000048728
M05899	ZNF454_03	ZNF454	Zfp454	ENSMUSG00000048728
M05902	ZNF100_03	ZNF100	Zfp473	ENSMUSG00000048012
M05903	ZFP191_01	Zfp191	Zfp24	ENSMUSG00000051469
M05908	ZFP319_01	Zfp319	Zfp319	ENSMUSG00000046556
M05909	ZFP319_02	Zfp319	Zfp319	ENSMUSG00000046556
M05910	ZNF335_01	ZNF335	Zfp335	ENSMUSG00000039834
M05911	ZNF300_01	ZNF300	Zfp300	ENSMUSG00000031079
M05913	ZIM3_01	ZIM3	Zim3	ENSMUSG00000108043
M05914	ZIM3_02	ZIM3	Zim3	ENSMUSG00000108043
M05915	ZBTB20_01	ZBTB20	Zbtb20	ENSMUSG00000022708
M05916	ZNF407_01	ZNF407	Zfp407	ENSMUSG00000048410
M05917	ZNF768_01	ZNF768	Zfp768	ENSMUSG00000047371
M05918	ZNF382_01	ZNF382	Zfp382	ENSMUSG00000074220
M05919	ZIM3_03	ZIM3	Zim3	ENSMUSG00000108043
M05921	ZFP14_01	ZFP14	Zfp14	ENSMUSG00000053985
M05922	ZNF768_02	ZNF768	Zfp768	ENSMUSG00000047371
M05923	SCRT1_02	Scrt1	Scrt1	ENSMUSG00000048385
M05924	ZNF408_01	Znf408	Zfp408	ENSMUSG00000075040
M05925	ZNF496_01	ZNF496	Zkscan17	ENSMUSG00000020472
M05927	ZNF408_02	Znf408	Zfp408	ENSMUSG00000075040
M05928	ZNF300_02	ZNF300	Zfp300	ENSMUSG00000031079
M05929	ZFP319_03	Zfp319	Zfp319	ENSMUSG00000046556
M05930	ZNF286_01	ZNF286	Zfp286	ENSMUSG00000047342
M05934	ZFP64_01	zfp64	Zfp64	ENSMUSG00000027551
M05935	ZNF382_02	ZNF382	Zfp382	ENSMUSG00000074220
M05936	ZFP672_01	Zfp672	Zfp672	ENSMUSG00000049755
M05940	ZNF335_02	ZNF335	Zfp335	ENSMUSG00000039834
M05945	ZNF300_03	ZNF300	Zfp300	ENSMUSG00000031079
M05946	PRDM16_01	PRDM16	Prdm16	ENSMUSG00000039410
M05947	ZNF768_03	ZNF768	Zfp768	ENSMUSG00000047371
M05951	ZFP672_02	Zfp672	Zfp672	ENSMUSG00000049755
M05952	ZFP672_03	Zfp672	Zfp672	ENSMUSG00000049755
M05953	CTIP2_01	CTIP-2	Bcl11b	ENSMUSG00000048251
M05954	ZNF553_01	ZNF553	Zfp553	ENSMUSG00000045598
M05955	ZNF553_02	ZNF553	Zfp553	ENSMUSG00000045598
M05956	CTIP2_02	CTIP-2	Bcl11b	ENSMUSG00000048251
M05957	ZNF306_01	ZNF306	Zkscan3	ENSMUSG00000021327
M05958	ZNF286_02	ZNF286	Zfp286	ENSMUSG00000047342
M05959	ZFP64_02	zfp64	Zfp64	ENSMUSG00000027551
M05961	ZNF407_02	ZNF407	Zfp407	ENSMUSG00000048410
M05962	PRDM16_02	PRDM16	Prdm16	ENSMUSG00000039410
M05963	ZNF286_03	ZNF286	Zfp286	ENSMUSG00000047342
M05964	ZNF553_03	ZNF553	Zfp553	ENSMUSG00000045598
M05966	ZFP14_02	ZFP14	Zfp14	ENSMUSG00000053985
M05967	ZFP30_01	ZFP30	Zfp30	ENSMUSG00000047473
M05968	ZNF316_01	ZNF316	Zfp316	ENSMUSG00000046658
M05969	ZFP30_02	ZFP30	Zfp30	ENSMUSG00000047473
M05970	ZIPRO1_04	Zipro1	Zscan21	ENSMUSG00000037017
M05975	SC1_01	SC-1	Prdm4	ENSMUSG00000035529
M05978	ZNF230_01	ZNF230	Rnf141	ENSMUSG00000030788
M05980	ZFP64_03	zfp64	Zfp64	ENSMUSG00000027551
M05982	ZFP14_03	ZFP14	Zfp14	ENSMUSG00000053985
M05983	ZFP30_03	ZFP30	Zfp30	ENSMUSG00000047473
M05985	ZFP99_01	Zfp99	Zkscan14	ENSMUSG00000029627
M05986	ZFP99_02	Zfp99	Zkscan14	ENSMUSG00000029627
M05987	ZNF180_01	ZNF180	Zfp180	ENSMUSG00000057101
M05989	ZNF275_01	ZNF275	Zfp275	ENSMUSG00000031365
M05990	ZNF69_01	ZNF69	Zfp69	ENSMUSG00000064141
M05991	ZFP64_04	zfp64	Zfp64	ENSMUSG00000027551
M05992	ZIPRO1_05	Zipro1	Zscan21	ENSMUSG00000037017
M05993	ZNF711_01	ZNF711	Zfp711	ENSMUSG00000025529
M05994	ZNF230_02	ZNF230	Rnf141	ENSMUSG00000030788
M05995	ZNF180_02	ZNF180	Zfp180	ENSMUSG00000057101
M05996	ZNF180_03	ZNF180	Zfp180	ENSMUSG00000057101
M05997	ZFP64_05	zfp64	Zfp64	ENSMUSG00000027551
M05998	ZFP64_06	zfp64	Zfp64	ENSMUSG00000027551
M05999	ZNF711_02	ZNF711	Zfp711	ENSMUSG00000025529
M06001	ZNF316_02	ZNF316	Zfp316	ENSMUSG00000046658
M06006	ZNF69_02	ZNF69	Zfp69	ENSMUSG00000064141
M06007	ZNF69_03	ZNF69	Zfp69	ENSMUSG00000064141
M06008	ZBTB40_01	ZBTB40	Zbtb40	ENSMUSG00000060862
M06011	ZNF275_02	ZNF275	Zfp275	ENSMUSG00000031365
M06015	ZNF729_01	ZNF729	Znf729	NA
M06016	ZNF729_02	ZNF729	Znf729	NA
M06019	ZNF98_01	ZNF98	Mzf1	ENSMUSG00000030380
M06020	ZBTB40_02	ZBTB40	Zbtb40	ENSMUSG00000060862
M06021	ZNF98_02	ZNF98	Mzf1	ENSMUSG00000030380
M06022	ZNF729_03	ZNF729	Znf729	NA
M06024	ZIPRO1_06	Zipro1	Zscan21	ENSMUSG00000037017
M06030	ZNF729_04	ZNF729	Znf729	NA
M06031	TCF17_03	TCF17	Zfp354a	ENSMUSG00000020364
M06034	ZNF729_05	ZNF729	Znf729	NA
M06036	ZNF264_01	ZNF264	Zfp264	ENSMUSG00000109176
M06038	TCF17_04	TCF17	Zfp354a	ENSMUSG00000020364
M06041	ZNF276_01	ZNF276	Zfp276	ENSMUSG00000001065
M06042	ZNF208_01	ZNF208	Zfp748	ENSMUSG00000095432
M06043	ZNF208_02	ZNF208	Zfp748	ENSMUSG00000095432
M06044	ZNF208_03	ZNF208	Zfp748	ENSMUSG00000095432
M06045	ZNF729_06	ZNF729	Znf729	NA
M06047	ZNF276_02	ZNF276	Zfp276	ENSMUSG00000001065
M06048	ZNF208_04	ZNF208	Zfp748	ENSMUSG00000095432
M06049	ZNF208_05	ZNF208	Zfp748	ENSMUSG00000095432
M06051	ZNF208_06	ZNF208	Zfp748	ENSMUSG00000095432
M06052	ZNF729_07	ZNF729	Znf729	NA
M06053	ZNF99_01	ZNF99	Zkscan14	ENSMUSG00000029627
M06054	ZNF99_02	ZNF99	Zkscan14	ENSMUSG00000029627
M06055	ZNF99_03	ZNF99	Zkscan14	ENSMUSG00000029627
M06056	ZNF99_04	ZNF99	Zkscan14	ENSMUSG00000029627
M06060	ZNF729_08	ZNF729	Znf729	NA
M06062	ZNF623_01	ZNF623	Zfp623	ENSMUSG00000050846
M06063	ZNF99_05	ZNF99	Zkscan14	ENSMUSG00000029627
M06064	ZNF729_09	ZNF729	Znf729	NA
M06065	ZNF276_03	ZNF276	Zfp276	ENSMUSG00000001065
M06066	ZNF264_02	ZNF264	Zfp264	ENSMUSG00000109176
M06072	ZNF623_02	ZNF623	Zfp623	ENSMUSG00000050846
M06079	ZNF276_04	ZNF276	Zfp276	ENSMUSG00000001065
M06080	ZNF99_06	ZNF99	Zkscan14	ENSMUSG00000029627
M06081	ZNF99_07	ZNF99	Zkscan14	ENSMUSG00000029627
M06084	ZNF208_07	ZNF208	Zfp748	ENSMUSG00000095432
M06085	ZNF26_01	ZNF26	Zfp26	ENSMUSG00000063108
M06089	ZNF26_02	ZNF26	Zfp26	ENSMUSG00000063108
M06092	ZNF28_01	ZNF28	Zfp28	ENSMUSG00000062861
M06095	ZFP37_01	Zfp37	Zfp37	ENSMUSG00000028389
M06097	ZNF14_01	ZNF14	Zfp14	ENSMUSG00000053985
M06098	ZNF708_01	ZNF708	Zfp708	ENSMUSG00000058883
M06099	ZNF14_02	ZNF14	Zfp14	ENSMUSG00000053985
M06100	ZFP37_02	Zfp37	Zfp37	ENSMUSG00000028389
M06106	ZNF14_03	ZNF14	Zfp14	ENSMUSG00000053985
M06115	ZNF28_02	ZNF28	Zfp28	ENSMUSG00000062861
M06116	ZNF28_03	ZNF28	Zfp28	ENSMUSG00000062861
M06121	ZNF22_01	ZNF22	Zfp422	ENSMUSG00000059878
M06123	ZNF324_01	ZNF324	Zfp324	ENSMUSG00000004500
M06127	HKR2_01	HKR2	Zscan22	ENSMUSG00000054715
M06128	ZNF3_01	ZNF3	Zfp3	ENSMUSG00000043602
M06135	ZNF28_04	ZNF28	Zfp28	ENSMUSG00000062861
M06136	ZNF647_01	ZNF647	Zfp647	ENSMUSG00000054967
M06137	ZNF647_02	ZNF647	Zfp647	ENSMUSG00000054967
M06139	ZNF324_02	ZNF324	Zfp324	ENSMUSG00000004500
M06140	ZNF647_03	ZNF647	Zfp647	ENSMUSG00000054967
M06141	ZNF708_02	ZNF708	Zfp708	ENSMUSG00000058883
M06142	ZNF708_03	ZNF708	Zfp708	ENSMUSG00000058883
M06144	ZKSCAN1_02	ZKSCAN1	Zkscan1	ENSMUSG00000029729
M06145	ZNF132_01	ZNF132	Zfp132	NA
M06147	ZNF41_01	ZNF41	Zfp41	ENSMUSG00000047003
M06148	ZNF41_02	ZNF41	Zfp41	ENSMUSG00000047003
M06149	ZNF132_02	ZNF132	Zfp132	NA
M06150	ZNF81_01	ZNF81	Zfp81	ENSMUSG00000003929
M06151	ZNF84_01	ZNF84	Zfp84	ENSMUSG00000046185
M06152	ZNF84_02	ZNF84	Zfp84	ENSMUSG00000046185
M06153	ZNF83_01	ZNF83	Zfp90	ENSMUSG00000031907
M06154	ZNF132_03	ZNF132	Zfp132	NA
M06156	ZNF75_01	ZNF75	Zfp317	ENSMUSG00000057551
M06157	ZNF445_01	ZNF445	Zfp445	ENSMUSG00000047036
M06158	ZNF157_01	ZNF157	Zfp157	ENSMUSG00000036898
M06159	ZNF83_02	ZNF83	Zfp90	ENSMUSG00000031907
M06160	ZNF92_01	ZNF92	Zfp92	ENSMUSG00000031374
M06161	ZNF117_01	ZNF117	Trim32	ENSMUSG00000051675
M06162	ZNF93_01	ZNF93	Zfp93	ENSMUSG00000055305
M06163	ZNF121_01	ZNF121	Mzf1	ENSMUSG00000030380
M06164	ZNF157_02	ZNF157	Zfp157	ENSMUSG00000036898
M06165	ZFP39_01	Zfp39	Zfp39	ENSMUSG00000037001
M06166	ZNF92_02	ZNF92	Zfp92	ENSMUSG00000031374
M06167	ZNF93_02	ZNF93	Zfp93	ENSMUSG00000055305
M06168	ZNF85_01	ZNF85	Zfp85	ENSMUSG00000058331
M06169	ZNF83_03	ZNF83	Zfp90	ENSMUSG00000031907
M06170	ZNF90_01	ZNF90	Zfp90	ENSMUSG00000031907
M06172	ZNF90_02	ZNF90	Zfp90	ENSMUSG00000031907
M06173	ZNF85_02	ZNF85	Zfp85	ENSMUSG00000058331
M06174	ZNF93_03	ZNF93	Zfp93	ENSMUSG00000055305
M06177	ZNF41_03	ZNF41	Zfp41	ENSMUSG00000047003
M06178	ZNF81_02	ZNF81	Zfp81	ENSMUSG00000003929
M06179	ZNF445_02	ZNF445	Zfp445	ENSMUSG00000047036
M06180	ZNF445_03	ZNF445	Zfp445	ENSMUSG00000047036
M06182	ZNF132_04	ZNF132	Zfp132	NA
M06183	ZNF132_05	ZNF132	Zfp132	NA
M06184	ZNF85_03	ZNF85	Zfp85	ENSMUSG00000058331
M06185	ZNF92_03	ZNF92	Zfp92	ENSMUSG00000031374
M06186	ZFA_01	Zfa	Zfa	ENSMUSG00000049576
M06187	ZFP39_02	Zfp39	Zfp39	ENSMUSG00000037001
M06189	ZNF91_01	ZNF91	Zfp91	ENSMUSG00000024695
M06190	ZXDA_01	ZXDA	Zxda	ENSMUSG00000073060
M06191	ZXDB_01	ZXDB	Zxdb	ENSMUSG00000073062
M06193	ZNF117_02	ZNF117	Trim32	ENSMUSG00000051675
M06194	ZNF121_02	ZNF121	Mzf1	ENSMUSG00000030380
M06195	ZNF90_03	ZNF90	Zfp90	ENSMUSG00000031907
M06196	ZNF81_03	ZNF81	Zfp81	ENSMUSG00000003929
M06197	ZNF84_03	ZNF84	Zfp84	ENSMUSG00000046185
M06198	ZNF76_01	ZNF76	Zfp52;Zfp523;Zfp54	ENSMUSG00000051341;ENSMUSG00000024220;ENSMUSG00000023882
M06201	ZNF93_04	ZNF93	Zfp93	ENSMUSG00000055305
M06202	ZXDB_02	ZXDB	Zxdb	ENSMUSG00000073062
M06203	ZXDA_02	ZXDA	Zxda	ENSMUSG00000073060
M06204	ZNF211_01	ZNF211	Zfp211	NA
M06205	ZSCAN2_01	Zscan2	Zscan2	ENSMUSG00000038797
M06206	ZFP112_01	Zfp112	Zfp112	ENSMUSG00000052675
M06209	ZNF616_01	ZNF616	Zfp616	ENSMUSG00000069476
M06212	ZNF33B_01	ZNF33b	Zfp33b	NA
M06214	ZNF33B_02	ZNF33b	Zfp33b	NA
M06215	ZNF33B_03	ZNF33b	Zfp33b	NA
M06217	ZNF169_01	ZNF169	Zfp169	ENSMUSG00000050954
M06218	ZNF169_02	ZNF169	Zfp169	ENSMUSG00000050954
M06219	ZNF266_01	ZNF266	Zfp266	ENSMUSG00000060510
M06221	ZNF91_02	ZNF91	Zfp91	ENSMUSG00000024695
M06222	ZNF273_01	ZNF273	Zfp273	ENSMUSG00000030446
M06229	ZNF91_03	ZNF91	Zfp91	ENSMUSG00000024695
M06230	ZSCAN2_02	Zscan2	Zscan2	ENSMUSG00000038797
M06231	ZNF273_02	ZNF273	Zfp273	ENSMUSG00000030446
M06233	ZNF91_04	ZNF91	Zfp91	ENSMUSG00000024695
M06234	ZNF91_05	ZNF91	Zfp91	ENSMUSG00000024695
M06237	ZNF846_01	ZNF846	Zfp846	ENSMUSG00000058192
M06238	ZFP112_02	Zfp112	Zfp112	ENSMUSG00000052675
M06239	ZNF844_01	ZNF844	Zfp120	ENSMUSG00000068134
M06240	ZNF616_02	ZNF616	Zfp616	ENSMUSG00000069476
M06241	ZNF345_01	ZNF345	Zfp345	ENSMUSG00000074731
M06242	ZNF266_02	ZNF266	Zfp266	ENSMUSG00000060510
M06243	ZNF266_03	ZNF266	Zfp266	ENSMUSG00000060510
M06244	ZNF616_03	ZNF616	Zfp616	ENSMUSG00000069476
M06245	ZNF763_01	ZNF763	Zfp763	ENSMUSG00000067430
M06248	ZNF91_06	ZNF91	Zfp91	ENSMUSG00000024695
M06249	ZNF616_04	ZNF616	Zfp616	ENSMUSG00000069476
M06250	ZNF345_02	ZNF345	Zfp345	ENSMUSG00000074731
M06251	ZSCAN2_03	Zscan2	Zscan2	ENSMUSG00000038797
M06253	ZSCAN2_04	Zscan2	Zscan2	ENSMUSG00000038797
M06255	ZNF846_02	ZNF846	Zfp846	ENSMUSG00000058192
M06257	ZNF616_05	ZNF616	Zfp616	ENSMUSG00000069476
M06258	ZNF345_03	ZNF345	Zfp345	ENSMUSG00000074731
M06259	ZNF91_07	ZNF91	Zfp91	ENSMUSG00000024695
M06260	ZNF91_08	ZNF91	Zfp91	ENSMUSG00000024695
M06263	ZNF211_02	ZNF211	Zfp211	NA
M06264	ZFP30_04	Zfp30	Zfp30	ENSMUSG00000047473
M06265	ZNF791_01	ZNF791	Zfp791	ENSMUSG00000074194
M06268	ZNF260_01	ZNF260	Zfp260	ENSMUSG00000049421
M06269	ZNF569_01	ZNF569	Zfp74	ENSMUSG00000059975
M06272	ZNF569_02	ZNF569	Zfp74	ENSMUSG00000059975
M06274	ZFP30_05	Zfp30	Zfp30	ENSMUSG00000047473
M06278	TCF17_05	TCF17	Zfp354a	ENSMUSG00000020364
M06282	ZFP206_02	ZFP206	Zscan10	ENSMUSG00000023902
M06286	ZFP192_01	ZFP192	Zkscan8	ENSMUSG00000063894
M06287	ZNF791_02	ZNF791	Zfp791	ENSMUSG00000074194
M06289	ZFP30_06	Zfp30	Zfp30	ENSMUSG00000047473
M06291	ZNF672_02	ZNF672	Zfp672	ENSMUSG00000049755
M06295	ZFP667_01	Zfp667	Zfp667	ENSMUSG00000054893
M06296	ZNF568_01	ZNF568	Zfp568	ENSMUSG00000074221
M06298	ZFP187_05	Zfp187	Zscan26	ENSMUSG00000022228
M06299	ZNF672_03	ZNF672	Zfp672	ENSMUSG00000049755
M06303	ZFP206_03	ZFP206	Zscan10	ENSMUSG00000023902
M06304	ZNF260_02	ZNF260	Zfp260	ENSMUSG00000049421
M06305	ZFP583_01	Zfp583	Zfp583	ENSMUSG00000030443
M06306	ZNF568_02	ZNF568	Zfp568	ENSMUSG00000074221
M06310	ZNF569_03	ZNF569	Zfp74	ENSMUSG00000059975
M06311	ZNF568_03	ZNF568	Zfp568	ENSMUSG00000074221
M06312	ZNF79_01	ZNF79	Zfp143	ENSMUSG00000061079
M06314	MOK2_03	MOK-2	Zfp239	ENSMUSG00000042097
M06315	MOK2_04	MOK-2	Zfp239	ENSMUSG00000042097
M06316	ZFP667_02	Zfp667	Zfp667	ENSMUSG00000054893
M06318	ZFP192_02	ZFP192	Zkscan8	ENSMUSG00000063894
M06319	ZFP583_02	Zfp583	Zfp583	ENSMUSG00000030443
M06320	ZNF791_03	ZNF791	Zfp791	ENSMUSG00000074194
M06321	ZNF79_02	ZNF79	Zfp143	ENSMUSG00000061079
M06323	ZNF569_04	ZNF569	Zfp74	ENSMUSG00000059975
M06324	E4F1_01	E4F1	E4f1	ENSMUSG00000024137
M06327	ZFP260_03	Zfp260	Zfp260	ENSMUSG00000049421
M06329	ZFP260_04	Zfp260	Zfp260	ENSMUSG00000049421
M06330	ZFP182_01	Zfp182	Zfp182	ENSMUSG00000054737
M06333	ZFP182_02	Zfp182	Zfp182	ENSMUSG00000054737
M06336	ZFP182_03	Zfp182	Zfp182	ENSMUSG00000054737
M06337	ZFP316_01	Zfp316	Zfp316	ENSMUSG00000046658
M06340	ZNF790_01	ZNF790	Zfp790	ENSMUSG00000011427
M06341	ZNF790_02	ZNF790	Zfp790	ENSMUSG00000011427
M06342	ZFP329_01	Zfp329	Zfp329	ENSMUSG00000057894
M06346	E4F1_02	E4F1	E4f1	ENSMUSG00000024137
M06348	TCF17_06	TCF17	Zfp354a	ENSMUSG00000020364
M06349	ZFP629_01	Zfp629	Zfp629	ENSMUSG00000045639
M06350	ZNF449_01	ZNF449	Zfp449	ENSMUSG00000073176
M06354	ZNF449_02	ZNF449	Zfp449	ENSMUSG00000073176
M06357	ZFP629_02	Zfp629	Zfp629	ENSMUSG00000045639
M06358	ZNF787_01	ZNF787	Zfp787	ENSMUSG00000046792
M06360	ZNF626_01	ZNF626	Zfp626	ENSMUSG00000030604
M06361	ZFP316_02	Zfp316	Zfp316	ENSMUSG00000046658
M06368	ZFP260_05	Zfp260	Zfp260	ENSMUSG00000049421
M06369	ZFP1_01	ZFP1	Zfp1	ENSMUSG00000055835
M06371	ZFP329_02	Zfp329	Zfp329	ENSMUSG00000057894
M06373	ZNF322A_01	ZNF322A	Zfp322a	ENSMUSG00000046351
M06374	ZNF626_02	ZNF626	Zfp626	ENSMUSG00000030604
M06375	ZFP629_03	Zfp629	Zfp629	ENSMUSG00000045639
M06376	ZNF770_01	ZNF770	Zfp770	ENSMUSG00000040321
M06377	ZNF773_01	ZNF773	Zfp773	ENSMUSG00000063535
M06379	ZNF770_02	ZNF770	Zfp770	ENSMUSG00000040321
M06380	ZNF787_02	ZNF787	Zfp787	ENSMUSG00000046792
M06382	ZNF773_02	ZNF773	Zfp773	ENSMUSG00000063535
M06383	ZFP629_04	Zfp629	Zfp629	ENSMUSG00000045639
M06384	ZNF551_01	ZNF551	Zfp551	ENSMUSG00000034071
M06385	EZI_04	EZI	Zfp467	ENSMUSG00000068551
M06387	ZSCAN2_05	ZSCAN2	Zscan2	ENSMUSG00000038797
M06388	ZNF677_01	ZNF677	Zfp677	ENSMUSG00000062743
M06395	ZNF534_01	ZNF534	Zfp534	ENSMUSG00000062518
M06396	SC1_02	SC-1	Prdm4	ENSMUSG00000035529
M06399	ZNF551_02	ZNF551	Zfp551	ENSMUSG00000034071
M06401	ZNF551_03	ZNF551	Zfp551	ENSMUSG00000034071
M06402	ZNF493_01	ZNF493	Zfp493	ENSMUSG00000090659
M06403	ZNF788_01	ZNF788	Zfp788	ENSMUSG00000074165
M06405	ZNF329_01	ZNF329	Zfp329	ENSMUSG00000057894
M06406	ZNF534_02	ZNF534	Zfp534	ENSMUSG00000062518
M06407	ZNF677_02	ZNF677	Zfp677	ENSMUSG00000062743
M06408	ZSCAN30_01	ZSCAN30	Zscan30	ENSMUSG00000024274
M06409	ZNF329_02	ZNF329	Zfp329	ENSMUSG00000057894
M06415	ZNF429_01	ZNF429	Zfp429	ENSMUSG00000078994
M06416	ZNF429_02	ZNF429	Zfp429	ENSMUSG00000078994
M06417	ZNF771_01	ZNF771	Zfp771	ENSMUSG00000054716
M06418	ZFP787_01	Zfp787	Zfp787	ENSMUSG00000046792
M06419	ZNF493_02	ZNF493	Zfp493	ENSMUSG00000090659
M06420	ZNF493_03	ZNF493	Zfp493	ENSMUSG00000090659
M06421	ZNF534_03	ZNF534	Zfp534	ENSMUSG00000062518
M06424	ZNF788_02	ZNF788	Zfp788	ENSMUSG00000074165
M06427	EZI_05	EZI	Zfp467	ENSMUSG00000068551
M06429	ZSCAN2_06	ZSCAN2	Zscan2	ENSMUSG00000038797
M06430	ZNF329_03	ZNF329	Zfp329	ENSMUSG00000057894
M06431	ZNF788_03	ZNF788	Zfp788	ENSMUSG00000074165
M06434	ZFP787_02	Zfp787	Zfp787	ENSMUSG00000046792
M06435	ZNF429_03	ZNF429	Zfp429	ENSMUSG00000078994
M06439	ZNF647_04	Znf647	Zfp647	ENSMUSG00000054967
M06440	ZNF493_04	ZNF493	Zfp493	ENSMUSG00000090659
M06441	ZSCAN30_02	ZSCAN30	Zscan30	ENSMUSG00000024274
M06442	ZNF647_05	Znf647	Zfp647	ENSMUSG00000054967
M06443	ZKSCAN1_03	Zkscan1	Zkscan1	ENSMUSG00000029729
M06448	ZNF808_01	ZNF808	Zfp808	ENSMUSG00000074867
M06450	ZBTB20_02	Zbtb20	Zbtb20	ENSMUSG00000022708
M06453	ZFP786_01	Zfp786	Zfp786	ENSMUSG00000051499
M06454	ZNF786_01	ZNF786	Zfp786	ENSMUSG00000051499
M06456	ZFP689_01	Zfp689	Zfp689	ENSMUSG00000048921
M06457	ZN451_01	ZN451	Zfp451	ENSMUSG00000042197
M06459	ZFP668_01	Zfp668	Zfp668	ENSMUSG00000049728
M06460	ZNF808_02	ZNF808	Zfp808	ENSMUSG00000074867
M06463	ZNF595_01	ZNF595	Zfp595	ENSMUSG00000057842
M06465	ZNF595_02	ZNF595	Zfp595	ENSMUSG00000057842
M06466	ZFP786_02	Zfp786	Zfp786	ENSMUSG00000051499
M06468	ZNF808_03	ZNF808	Zfp808	ENSMUSG00000074867
M06472	ZFP771_01	Zfp771	Zfp771	ENSMUSG00000054716
M06474	ZFP46_01	Zfp46	Zfp46	ENSMUSG00000051351
M06478	ZNF433_01	ZNF433	Zfp433	ENSMUSG00000096795
M06481	ZNF433_02	ZNF433	Zfp433	ENSMUSG00000096795
M06483	ZNF595_03	ZNF595	Zfp595	ENSMUSG00000057842
M06484	ZNF683_01	ZNF683	Zfp683	ENSMUSG00000049410
M06485	ZNF808_04	ZNF808	Zfp808	ENSMUSG00000074867
M06488	ZNF595_04	ZNF595	Zfp595	ENSMUSG00000057842
M06489	ZFP322A_01	Zfp322a	Zfp322a	ENSMUSG00000046351
M06490	ZNF664_01	ZNF664	Zfp664	ENSMUSG00000079215
M06491	ZFP770_01	Zfp770	Zfp770	ENSMUSG00000040321
M06492	ZFP770_02	Zfp770	Zfp770	ENSMUSG00000040321
M06493	ZFP668_02	Zfp668	Zfp668	ENSMUSG00000049728
M06494	ZFP770_03	Zfp770	Zfp770	ENSMUSG00000040321
M06495	ZNF433_03	ZNF433	Zfp433	ENSMUSG00000096795
M06496	ZNF808_05	ZNF808	Zfp808	ENSMUSG00000074867
M06497	ZFP770_04	Zfp770	Zfp770	ENSMUSG00000040321
M06499	ZNF383_01	znf383	Zfp383	ENSMUSG00000099689
M06501	ZNF76_02	ZNF76	Zfp52;Zfp523;Zfp54	ENSMUSG00000051341;ENSMUSG00000024220;ENSMUSG00000023882
M06502	ZFP668_03	Zfp668	Zfp668	ENSMUSG00000049728
M06503	ZFP46_02	Zfp46	Zfp46	ENSMUSG00000051351
M06504	ZFP62_01	ZFP62	Zfp62	ENSMUSG00000046311
M06506	ZFP62_02	ZFP62	Zfp62	ENSMUSG00000046311
M06507	ZFP90_02	ZFP90	Zfp90	ENSMUSG00000031907
M06508	ZNF114_01	ZNF114	Zfp114	ENSMUSG00000068962
M06509	CTCFL_02	CTCFL	Ctcfl	ENSMUSG00000070495
